timestamp,city,avg_temp,humidity,wind_kph
2024-05-26,Reykjavik,10.4,78,35.6
2024-05-27,Reykjavik,10.4,80,9.4
2024-05-28,Reykjavik,9.3,90,14.4
2024-05-29,Reykjavik,6.7,83,29.2
2024-05-30,Reykjavik,7.5,83,30.2
2024-05-31,Reykjavik,7.5,85.3,6.7
2024-05-24,New Delhi,41.0,17,15.1
2024-05-25,New Delhi,42.2,13,16.9
2024-05-26,New Delhi,43.0,8,21.2
2024-05-27,New Delhi,42.7,6,15.8
2024-05-28,New Delhi,42.8,5,10.8
2024-05-29,New Delhi,42.0,10,15.1
2024-05-30,New Delhi,41.6,13,21.2
2024-05-31,New Delhi,42.4,7.3,17.2
2024-05-24,Jakarta,29.0,72,16.9
2024-05-25,Jakarta,27.0,82,16.6
2024-05-26,Jakarta,28.0,73,12.6
2024-05-27,Jakarta,29.8,68,14.8
2024-05-28,Jakarta,28.9,73,11.9
2024-05-29,Jakarta,29.1,71,14.8
2024-05-30,Jakarta,29.2,72,15.5
2024-05-31,Jakarta,29.5,69.9,13.5
2024-05-24,Tehran,22.5,35,27.0
2024-05-25,Tehran,22.7,35,22.0
2024-05-26,Tehran,22.7,38,19.4
2024-05-27,Tehran,25.5,26,12.2
2024-05-28,Tehran,25.9,20,18.0
2024-05-29,Tehran,26.6,23,12.6
2024-05-30,Tehran,28.2,17,13.0
2024-05-31,Tehran,28.9,14.0,8.9
2024-05-24,Baghdad,35.7,14,27.4
2024-05-25,Baghdad,33.2,17,27.0
2024-05-26,Baghdad,32.4,17,25.2
2024-05-27,Baghdad,33.9,16,23.8
2024-05-28,Baghdad,36.2,12,19.1
2024-05-29,Baghdad,38.0,11,20.2
2024-05-30,Baghdad,39.8,11,26.6
2024-05-31,Baghdad,39.3,10.3,21.0
2024-05-24,Dublin,9.7,80,22.7
2024-05-25,Dublin,10.3,83,25.2
2024-05-26,Dublin,10.7,93,22.3
2024-05-27,Dublin,11.3,79,21.6
2024-05-28,Dublin,12.7,88,18.0
2024-05-29,Dublin,12.8,82,22.0
2024-05-30,Dublin,11.9,79,33.1
2024-05-31,Dublin,13.3,82.0,26.5
2024-05-24,Jerusalem,19.4,53,36.0
2024-05-25,Jerusalem,19.2,64,38.5
2024-05-26,Jerusalem,21.5,47,14.0
2024-05-27,Jerusalem,27.0,24,25.9
2024-05-28,Jerusalem,21.6,45,32.8
2024-05-29,Jerusalem,19.9,51,32.4
2024-05-30,Jerusalem,19.0,56,32.8
2024-05-31,Jerusalem,21.1,45.9,29.9
2024-05-24,Rome,19.6,59,17.6
2024-05-25,Rome,16.2,70,13.3
2024-05-26,Rome,19.9,60,18.0
2024-05-27,Rome,20.7,56,17.6
2024-05-28,Rome,20.5,60,17.3
2024-05-29,Rome,20.3,67,19.1
2024-05-30,Rome,20.5,65,16.9
2024-05-31,Rome,21.3,64.1,18.4
2024-05-24,Kingston,26.5,79,10.8
2024-05-25,Kingston,27.1,77,13.0
2024-05-26,Kingston,27.3,76,15.5
2024-05-27,Kingston,27.2,74,14.4
2024-05-28,Kingston,26.6,79,20.5
2024-05-29,Kingston,28.1,67,16.2
2024-05-30,Kingston,28.0,70,18.7
2024-05-31,Kingston,28.1,68.3,20.6
2024-05-24,Tokyo,22.4,65,21.2
2024-05-25,Tokyo,19.2,65,19.4
2024-05-26,Tokyo,19.9,60,28.4
2024-05-27,Tokyo,20.9,77,36.7
2024-05-28,Tokyo,21.4,89,56.5
2024-05-29,Tokyo,20.2,72,45.7
2024-05-30,Tokyo,21.7,66,21.6
2024-05-31,Tokyo,21.0,77.1,44.5
2024-05-24,Amman,20.1,39,37.4
2024-05-25,Amman,18.9,57,34.9
2024-05-26,Amman,20.7,45,20.5
2024-05-27,Amman,26.2,23,27.0
2024-05-28,Amman,24.0,36,25.2
2024-05-29,Amman,21.2,37,29.2
2024-05-30,Amman,19.5,44,31.0
2024-05-31,Amman,22.4,35.3,25.6
2024-05-24,Nur-Sultan,19.0,67,25.9
2024-05-25,Nur-Sultan,17.9,74,26.6
2024-05-26,Nur-Sultan,18.0,69,27.0
2024-05-27,Nur-Sultan,17.8,61,24.8
2024-05-28,Nur-Sultan,17.8,66,24.8
2024-05-29,Nur-Sultan,18.5,69,19.4
2024-05-30,Nur-Sultan,16.7,76,23.4
2024-05-31,Nur-Sultan,17.1,70.9,21.1
2024-05-24,Nairobi,18.1,84,14.0
2024-05-25,Nairobi,18.4,83,9.4
2024-05-26,Nairobi,18.6,86,9.4
2024-05-27,Nairobi,18.5,84,10.8
2024-05-28,Nairobi,18.0,85,8.6
2024-05-29,Nairobi,18.7,81,13.3
2024-05-30,Nairobi,18.5,82,13.7
2024-05-31,Nairobi,18.6,82.0,12.2
2024-05-24,Tarawa,29.1,73,30.6
2024-05-25,Tarawa,29.2,75,24.8
2024-05-26,Tarawa,29.0,76,24.8
2024-05-27,Tarawa,28.7,74,31.7
2024-05-28,Tarawa,28.8,72,25.9
2024-05-29,Tarawa,28.5,75,27.0
2024-05-30,Tarawa,28.5,73,25.9
2024-05-31,Tarawa,28.3,73.4,26.0
2024-05-24,Pyongyang,21.0,56,16.2
2024-05-25,Pyongyang,19.3,63,12.6
2024-05-26,Pyongyang,17.3,87,27.7
2024-05-27,Pyongyang,16.3,65,34.2
2024-05-28,Pyongyang,17.8,56,19.8
2024-05-29,Pyongyang,19.9,48,26.3
2024-05-30,Pyongyang,19.2,56,13.7
2024-05-31,Pyongyang,18.2,52.9,23.2
2024-05-24,Seoul,21.8,60,13.7
2024-05-25,Seoul,21.6,60,15.8
2024-05-26,Seoul,20.9,68,22.3
2024-05-27,Seoul,17.6,60,24.5
2024-05-28,Seoul,19.7,50,14.4
2024-05-29,Seoul,21.2,42,18.7
2024-05-30,Seoul,21.0,38,14.4
2024-05-31,Seoul,19.9,36.9,17.7
2024-05-24,Pristina,14.4,83,7.2
2024-05-25,Pristina,15.5,76,14.4
2024-05-26,Pristina,15.0,83,14.8
2024-05-27,Pristina,15.2,72,13.0
2024-05-28,Pristina,14.7,72,7.2
2024-05-29,Pristina,14.7,81,8.6
2024-05-30,Pristina,15.5,79,12.6
2024-05-31,Pristina,15.2,76.1,10.7
2024-05-24,Kuwait City,33.5,34,18.0
2024-05-25,Kuwait City,34.1,33,21.6
2024-05-26,Kuwait City,34.7,32,27.4
2024-05-27,Kuwait City,34.2,28,33.8
2024-05-28,Kuwait City,35.3,26,31.7
2024-05-29,Kuwait City,36.5,25,33.8
2024-05-30,Kuwait City,37.4,25,24.8
2024-05-31,Kuwait City,37.5,22.0,34.3
2024-05-24,Bishkek,16.7,67,25.9
2024-05-25,Bishkek,17.9,61,16.9
2024-05-26,Bishkek,7.2,78,25.2
2024-05-27,Bishkek,14.5,47,14.8
2024-05-28,Bishkek,14.9,48,13.7
2024-05-29,Bishkek,13.8,61,10.8
2024-05-30,Bishkek,15.3,58,13.0
2024-05-31,Bishkek,13.7,51.9,8.3
2024-05-24,Vientiane,24.4,94,6.5
2024-05-25,Vientiane,26.3,86,7.9
2024-05-26,Vientiane,26.7,86,6.8
2024-05-27,Vientiane,28.6,76,13.7
2024-05-28,Vientiane,27.3,78,13.3
2024-05-29,Vientiane,29.1,71,12.2
2024-05-30,Vientiane,31.4,61,18.7
2024-05-31,Vientiane,31.6,59.3,18.7
2024-05-24,Riga,19.6,67,22.3
2024-05-25,Riga,19.6,68,16.2
2024-05-26,Riga,19.0,65,16.9
2024-05-27,Riga,19.3,60,18.0
2024-05-28,Riga,20.1,61,15.1
2024-05-29,Riga,18.9,73,14.0
2024-05-30,Riga,18.0,79,19.8
2024-05-31,Riga,18.5,73.6,15.5
2024-05-24,Beirut,22.0,70,33.8
2024-05-25,Beirut,21.6,73,31.0
2024-05-26,Beirut,21.7,66,27.4
2024-05-27,Beirut,23.6,55,16.9
2024-05-28,Beirut,21.8,73,20.2
2024-05-29,Beirut,20.6,71,10.4
2024-05-30,Beirut,20.6,70,11.9
2024-05-31,Beirut,20.8,68.7,5.4
2024-05-24,Maseru,13.5,36,7.2
2024-05-25,Maseru,12.4,37,16.9
2024-05-26,Maseru,12.0,42,18.7
2024-05-27,Maseru,11.8,33,9.0
2024-05-28,Maseru,12.2,26,9.7
2024-05-29,Maseru,11.4,30,10.1
2024-05-30,Maseru,11.4,35,23.4
2024-05-31,Maseru,10.9,29.4,17.3
2024-05-24,Monrovia,28.1,77,16.6
2024-05-25,Monrovia,28.2,76,14.8
2024-05-26,Monrovia,27.5,80,16.6
2024-05-27,Monrovia,26.6,84,16.2
2024-05-28,Monrovia,27.8,76,17.6
2024-05-29,Monrovia,27.7,78,14.8
2024-05-30,Monrovia,27.6,80,17.3
2024-05-31,Monrovia,27.3,80.0,16.7
2024-05-24,Tripoli,27.6,35,38.9
2024-05-25,Tripoli,24.6,53,34.2
2024-05-26,Tripoli,23.4,51,21.6
2024-05-27,Tripoli,23.6,44,20.5
2024-05-28,Tripoli,25.7,32,21.6
2024-05-29,Tripoli,27.8,35,25.9
2024-05-30,Tripoli,23.8,51,20.5
2024-05-31,Tripoli,24.8,42.0,15.9
2024-05-24,Vaduz,9.7,80,9.0
2024-05-25,Vaduz,9.3,84,9.0
2024-05-26,Vaduz,12.2,71,10.4
2024-05-27,Vaduz,11.5,82,9.7
2024-05-28,Vaduz,10.0,83,9.4
2024-05-29,Vaduz,10.5,78,10.4
2024-05-30,Vaduz,9.3,95,8.6
2024-05-31,Vaduz,10.2,88.3,9.6
2024-05-24,Vilnius,17.8,78,19.8
2024-05-25,Vilnius,17.6,74,18.7
2024-05-26,Vilnius,17.1,72,17.6
2024-05-27,Vilnius,18.1,62,14.0
2024-05-28,Vilnius,19.1,65,14.8
2024-05-29,Vilnius,17.5,76,16.9
2024-05-30,Vilnius,17.5,75,17.3
2024-05-31,Vilnius,17.9,70.0,15.0
2024-05-24,Luxembourg,13.5,86,4.7
2024-05-25,Luxembourg,13.5,85,9.4
2024-05-26,Luxembourg,13.6,89,21.2
2024-05-27,Luxembourg,12.6,85,19.8
2024-05-28,Luxembourg,11.2,87,19.4
2024-05-29,Luxembourg,12.4,96,28.1
2024-05-30,Luxembourg,12.2,90,17.6
2024-05-31,Luxembourg,11.5,92.9,27.8
2024-05-24,Antananarivo,14.1,77,22.7
2024-05-25,Antananarivo,14.1,80,15.8
2024-05-26,Antananarivo,14.9,74,9.7
2024-05-27,Antananarivo,15.6,72,14.4
2024-05-28,Antananarivo,14.6,72,19.1
2024-05-29,Antananarivo,13.2,77,16.9
2024-05-30,Antananarivo,14.4,78,21.2
2024-05-31,Antananarivo,14.2,75.0,18.1
2024-05-24,Lilongwe,19.6,63,12.6
2024-05-25,Lilongwe,18.4,54,9.7
2024-05-26,Lilongwe,18.3,58,9.7
2024-05-27,Lilongwe,17.7,53,13.7
2024-05-28,Lilongwe,16.7,55,11.2
2024-05-29,Lilongwe,16.9,56,10.4
2024-05-30,Lilongwe,17.5,52,11.2
2024-05-31,Lilongwe,16.3,51.3,11.0
2024-05-24,Kuala Lumpur,26.0,81,6.5
2024-05-25,Kuala Lumpur,25.6,82,9.4
2024-05-26,Kuala Lumpur,25.1,92,5.8
2024-05-27,Kuala Lumpur,26.1,82,4.7
2024-05-28,Kuala Lumpur,26.7,81,7.2
2024-05-29,Kuala Lumpur,26.8,76,8.6
2024-05-30,Kuala Lumpur,25.3,90,9.4
2024-05-31,Kuala Lumpur,26.2,84.0,8.6
2024-05-24,Malé,28.1,81,47.5
2024-05-25,Malé,28.7,81,40.3
2024-05-26,Malé,28.6,81,31.7
2024-05-27,Malé,28.8,81,29.9
2024-05-28,Malé,28.2,80,49.3
2024-05-29,Malé,28.0,80,47.5
2024-05-30,Malé,28.6,84,41.0
2024-05-31,Malé,28.4,82.0,42.8
2024-05-24,Bamako,33.7,41,20.5
2024-05-25,Bamako,34.7,36,18.0
2024-05-26,Bamako,34.1,37,22.0
2024-05-27,Bamako,35.0,35,27.0
2024-05-28,Bamako,35.2,33,17.6
2024-05-29,Bamako,31.6,47,24.5
2024-05-30,Bamako,35.6,28,24.5
2024-05-31,Bamako,34.4,33.7,25.0
2024-05-24,Valletta,21.1,68,12.6
2024-05-25,Valletta,20.7,71,16.2
2024-05-26,Valletta,20.5,74,18.0
2024-05-27,Valletta,20.2,74,18.0
2024-05-28,Valletta,20.9,71,16.6
2024-05-29,Valletta,21.3,70,15.1
2024-05-30,Valletta,20.9,80,22.3
2024-05-31,Valletta,20.9,77.0,20.6
2024-05-24,Majuro,28.5,80,21.2
2024-05-25,Majuro,28.5,81,28.1
2024-05-26,Majuro,28.5,82,30.2
2024-05-27,Majuro,28.4,81,28.8
2024-05-28,Majuro,28.2,81,22.7
2024-05-29,Majuro,28.2,80,22.0
2024-05-30,Majuro,28.1,78,24.1
2024-05-31,Majuro,28.0,79.1,23.7
2024-05-24,Nouakchott,24.0,55,29.2
2024-05-25,Nouakchott,25.0,51,34.2
2024-05-26,Nouakchott,27.8,38,36.0
2024-05-27,Nouakchott,27.6,40,32.0
2024-05-28,Nouakchott,25.5,51,36.0
2024-05-29,Nouakchott,21.5,73,33.1
2024-05-30,Nouakchott,21.0,73,32.8
2024-05-31,Nouakchott,22.0,70.3,34.6
2024-05-24,Port Louis,21.8,79,26.3
2024-05-25,Port Louis,21.7,84,23.0
2024-05-26,Port Louis,23.1,82,17.6
2024-05-27,Port Louis,23.9,81,19.1
2024-05-28,Port Louis,23.6,85,23.4
2024-05-29,Port Louis,23.7,85,24.8
2024-05-30,Port Louis,23.3,86,27.4
2024-05-31,Port Louis,24.3,86.9,24.9
2024-05-24,Mexico City,24.9,39,19.1
2024-05-25,Mexico City,25.1,37,13.0
2024-05-26,Mexico City,25.5,36,15.8
2024-05-27,Mexico City,24.6,34,17.6
2024-05-28,Mexico City,23.4,41,26.3
2024-05-29,Mexico City,22.0,46,24.8
2024-05-30,Mexico City,21.6,46,20.5
2024-05-31,Mexico City,21.3,46.1,25.1
2024-05-24,Palikir,28.5,82,27.0
2024-05-25,Palikir,28.6,81,24.8
2024-05-26,Palikir,28.7,80,25.2
2024-05-27,Palikir,28.4,82,30.2
2024-05-28,Palikir,28.1,80,31.3
2024-05-29,Palikir,28.3,79,25.6
2024-05-30,Palikir,28.4,81,25.9
2024-05-31,Palikir,28.3,80.2,27.4
2024-05-24,Chisinau,20.4,54,24.8
2024-05-25,Chisinau,18.3,55,23.0
2024-05-26,Chisinau,17.4,46,27.0
2024-05-27,Chisinau,16.0,60,33.8
2024-05-28,Chisinau,16.5,80,20.2
2024-05-29,Chisinau,17.5,78,9.4
2024-05-30,Chisinau,16.8,76,23.4
2024-05-31,Chisinau,15.7,85.0,17.6
2024-05-24,Monaco,17.3,71,10.1
2024-05-25,Monaco,17.2,72,14.0
2024-05-26,Monaco,17.9,70,7.9
2024-05-27,Monaco,18.3,77,9.0
2024-05-28,Monaco,18.7,74,11.9
2024-05-29,Monaco,19.5,74,10.8
2024-05-30,Monaco,19.3,79,16.9
2024-05-31,Monaco,19.9,78.4,14.1
2024-05-24,Ulaanbaatar,11.2,72,11.2
2024-05-25,Ulaanbaatar,10.8,52,19.4
2024-05-26,Ulaanbaatar,14.0,33,9.7
2024-05-27,Ulaanbaatar,17.0,32,14.4
2024-05-28,Ulaanbaatar,9.5,75,20.2
2024-05-29,Ulaanbaatar,6.4,77,24.1
2024-05-30,Ulaanbaatar,9.7,57,16.2
2024-05-31,Ulaanbaatar,8.7,63.6,21.4
2024-05-24,Podgorica,17.0,75,7.9
2024-05-25,Podgorica,18.8,70,7.9
2024-05-26,Podgorica,17.9,74,7.9
2024-05-27,Podgorica,17.9,76,7.6
2024-05-28,Podgorica,17.2,78,9.0
2024-05-29,Podgorica,17.6,76,7.6
2024-05-30,Podgorica,17.7,76,7.6
2024-05-31,Podgorica,17.6,77.7,7.9
2024-05-24,Rabat,18.7,76,22.0
2024-05-25,Rabat,19.0,75,18.0
2024-05-26,Rabat,19.3,76,15.8
2024-05-27,Rabat,19.0,75,19.4
2024-05-28,Rabat,19.5,70,16.2
2024-05-29,Rabat,21.4,74,15.5
2024-05-30,Rabat,21.4,76,19.1
2024-05-31,Rabat,21.6,73.4,16.1
2024-05-24,Maputo,21.1,72,12.6
2024-05-25,Maputo,21.2,79,13.7
2024-05-26,Maputo,21.8,78,11.9
2024-05-27,Maputo,21.1,76,16.2
2024-05-28,Maputo,20.7,78,13.7
2024-05-29,Maputo,21.0,75,14.0
2024-05-30,Maputo,21.5,65,17.3
2024-05-31,Maputo,21.2,70.6,16.6
2024-05-24,Windhoek,14.9,25,13.0
2024-05-25,Windhoek,14.9,28,11.9
2024-05-26,Windhoek,15.8,34,16.9
2024-05-27,Windhoek,15.2,30,27.7
2024-05-28,Windhoek,15.4,33,24.8
2024-05-29,Windhoek,15.6,29,24.5
2024-05-30,Windhoek,14.6,32,29.2
2024-05-31,Windhoek,15.2,33.3,32.8
2024-05-24,Yaren,12.1,53,19.1
2024-05-25,Yaren,10.6,65,18.7
2024-05-26,Yaren,4.8,55,19.8
2024-05-27,Yaren,13.2,49,25.2
2024-05-28,Yaren,6.5,82,9.7
2024-05-29,Yaren,6.8,59,11.9
2024-05-30,Yaren,9.7,48,5.4
2024-05-31,Yaren,7.2,58.7,6.4
2024-05-24,Kathmandu,23.1,59,6.5
2024-05-25,Kathmandu,26.1,46,6.8
2024-05-26,Kathmandu,27.2,45,11.5
2024-05-27,Kathmandu,24.3,61,13.7
2024-05-28,Kathmandu,22.3,77,9.4
2024-05-29,Kathmandu,24.1,61,8.6
2024-05-30,Kathmandu,25.4,53,9.4
2024-05-31,Kathmandu,24.4,63.7,10.9
2024-05-24,Amsterdam,13.9,87,20.2
2024-05-25,Amsterdam,14.7,85,16.9
2024-05-26,Amsterdam,14.8,82,18.0
2024-05-27,Amsterdam,13.6,75,17.6
2024-05-28,Amsterdam,13.5,80,16.6
2024-05-29,Amsterdam,13.9,88,20.5
2024-05-30,Amsterdam,13.8,84,17.3
2024-05-31,Amsterdam,13.6,82.3,17.7
2024-05-24,Wellington,10.2,81,22.0
2024-05-25,Wellington,10.7,78,23.0
2024-05-26,Wellington,9.6,79,22.0
2024-05-27,Wellington,9.6,79,14.8
2024-05-28,Wellington,9.8,76,18.4
2024-05-29,Wellington,10.5,73,55.1
2024-05-30,Wellington,10.3,66,37.1
2024-05-31,Wellington,10.1,67.7,42.6
2024-05-24,Managua,29.0,71,8.3
2024-05-25,Managua,29.1,70,9.7
2024-05-26,Managua,30.1,67,11.2
2024-05-27,Managua,30.9,62,15.8
2024-05-28,Managua,30.4,62,22.7
2024-05-29,Managua,30.0,62,23.4
2024-05-30,Managua,29.3,61,23.0
2024-05-31,Managua,30.3,57.7,28.2
2024-05-24,Niamey,37.7,26,32.0
2024-05-25,Niamey,36.9,28,32.4
2024-05-26,Niamey,35.7,35,37.4
2024-05-27,Niamey,37.6,29,26.3
2024-05-28,Niamey,38.1,28,31.3
2024-05-29,Niamey,36.7,32,34.6
2024-05-30,Niamey,33.2,43,36.7
2024-05-31,Niamey,34.9,39.0,34.7
2024-05-24,Abuja,27.1,68,13.7
2024-05-25,Abuja,26.5,75,28.8
2024-05-26,Abuja,29.3,59,18.4
2024-05-27,Abuja,27.6,74,21.6
2024-05-28,Abuja,26.5,79,13.3
2024-05-29,Abuja,29.0,70,13.0
2024-05-30,Abuja,26.9,75,13.0
2024-05-31,Abuja,27.8,75.9,11.9
2024-05-24,Skopje,16.3,71,7.2
2024-05-25,Skopje,16.9,73,13.7
2024-05-26,Skopje,15.7,81,10.8
2024-05-27,Skopje,16.3,66,6.8
2024-05-28,Skopje,17.0,60,7.9
2024-05-29,Skopje,16.5,69,8.3
2024-05-30,Skopje,16.9,70,7.2
2024-05-31,Skopje,16.8,65.4,6.9
2024-05-24,Oslo,16.2,78,6.5
2024-05-25,Oslo,18.1,68,14.4
2024-05-26,Oslo,18.0,69,14.4
2024-05-27,Oslo,14.8,88,13.7
2024-05-28,Oslo,15.1,76,14.0
2024-05-29,Oslo,11.4,90,16.6
2024-05-30,Oslo,12.3,87,8.6
2024-05-31,Oslo,11.1,90.6,14.1
2024-05-24,Muscat,34.0,36,19.4
2024-05-25,Muscat,32.6,43,15.5
2024-05-26,Muscat,33.0,43,14.4
2024-05-27,Muscat,33.2,47,13.3
2024-05-28,Muscat,34.4,40,13.3
2024-05-29,Muscat,34.9,46,16.2
2024-05-30,Muscat,35.2,45,16.2
2024-05-31,Muscat,35.3,47.1,14.1
2024-05-24,Islamabad,36.6,13,14.8
2024-05-25,Islamabad,36.2,15,20.2
2024-05-26,Islamabad,35.8,16,24.8
2024-05-27,Islamabad,35.7,15,25.2
2024-05-28,Islamabad,35.0,12,27.4
2024-05-29,Islamabad,34.7,14,25.6
2024-05-30,Islamabad,34.6,13,23.4
2024-05-31,Islamabad,34.1,13.1,28.7
2024-05-24,Jerusalem,19.4,53,36.0
2024-05-25,Jerusalem,19.2,64,38.5
2024-05-26,Jerusalem,21.5,47,14.0
2024-05-27,Jerusalem,27.0,24,25.9
2024-05-28,Jerusalem,21.6,45,32.8
2024-05-29,Jerusalem,19.9,51,32.4
2024-05-30,Jerusalem,19.0,56,32.8
2024-05-31,Jerusalem,21.1,47.3,30.1
2024-05-24,Panama City,26.3,86,8.6
2024-05-25,Panama City,25.6,90,7.6
2024-05-26,Panama City,26.8,86,5.8
2024-05-27,Panama City,26.3,89,6.8
2024-05-28,Panama City,26.1,86,10.1
2024-05-29,Panama City,26.4,84,11.5
2024-05-30,Panama City,26.1,87,15.1
2024-05-31,Panama City,26.3,85.6,13.9
2024-05-24,Port Moresby,26.5,86,20.5
2024-05-25,Port Moresby,26.5,88,21.6
2024-05-26,Port Moresby,25.4,90,14.8
2024-05-27,Port Moresby,25.8,87,17.3
2024-05-28,Port Moresby,25.8,87,20.9
2024-05-29,Port Moresby,26.0,82,23.4
2024-05-30,Port Moresby,26.2,81,23.8
2024-05-31,Port Moresby,25.8,81.6,23.1
2024-05-24,Asunción,14.4,89,17.3
2024-05-25,Asunción,12.3,68,14.0
2024-05-26,Asunción,10.8,69,10.8
2024-05-27,Asunción,12.5,72,14.8
2024-05-28,Asunción,9.2,76,11.5
2024-05-29,Asunción,12.0,76,9.0
2024-05-30,Asunción,15.2,72,8.6
2024-05-31,Asunción,12.4,70.6,7.2
2024-05-24,Lima,18.0,78,13.3
2024-05-25,Lima,18.4,75,14.0
2024-05-26,Lima,17.4,77,11.9
2024-05-27,Lima,17.6,77,13.0
2024-05-28,Lima,16.9,77,13.7
2024-05-29,Lima,17.3,76,15.8
2024-05-30,Lima,17.1,77,14.0
2024-05-31,Lima,16.8,76.6,14.7
2024-05-24,Manila,30.5,65,11.9
2024-05-25,Manila,30.8,64,12.6
2024-05-26,Manila,29.2,71,21.2
2024-05-27,Manila,28.5,78,28.1
2024-05-28,Manila,28.9,78,23.4
2024-05-29,Manila,28.9,77,15.5
2024-05-30,Manila,29.1,75,15.1
2024-05-31,Manila,28.2,81.6,20.8
2024-05-24,Warsaw,20.4,64,23.4
2024-05-25,Warsaw,20.0,63,25.2
2024-05-26,Warsaw,20.0,64,22.7
2024-05-27,Warsaw,20.1,52,21.6
2024-05-28,Warsaw,19.8,58,23.4
2024-05-29,Warsaw,20.0,63,14.0
2024-05-30,Warsaw,19.1,68,20.9
2024-05-31,Warsaw,19.3,62.6,17.4
2024-05-24,Lisbon,17.5,66,23.4
2024-05-25,Lisbon,17.6,66,20.5
2024-05-26,Lisbon,18.0,67,30.6
2024-05-27,Lisbon,17.0,62,31.3
2024-05-28,Lisbon,19.0,64,26.3
2024-05-29,Lisbon,20.3,62,25.6
2024-05-30,Lisbon,20.9,68,25.9
2024-05-31,Lisbon,21.0,64.3,28.1
2024-05-24,Doha,34.1,31,33.1
2024-05-25,Doha,35.1,29,30.2
2024-05-26,Doha,36.1,29,28.1
2024-05-27,Doha,34.2,36,36.7
2024-05-28,Doha,34.1,34,46.1
2024-05-29,Doha,35.2,32,42.1
2024-05-30,Doha,34.6,39,29.5
2024-05-31,Doha,34.7,37.9,39.5
2024-05-24,Bucharest,20.0,54,22.0
2024-05-25,Bucharest,19.5,53,25.2
2024-05-26,Bucharest,18.5,47,20.2
2024-05-27,Bucharest,14.6,67,29.5
2024-05-28,Bucharest,16.7,66,7.9
2024-05-29,Bucharest,18.3,64,13.7
2024-05-30,Bucharest,19.5,67,14.8
2024-05-31,Bucharest,17.3,71.1,10.9
2024-05-24,Moscow,14.2,46,13.0
2024-05-25,Moscow,15.9,48,16.6
2024-05-26,Moscow,18.9,60,14.4
2024-05-27,Moscow,17.5,46,13.0
2024-05-28,Moscow,18.8,58,15.5
2024-05-29,Moscow,20.8,66,13.0
2024-05-30,Moscow,21.0,58,14.8
2024-05-31,Moscow,22.5,64.6,14.2
2024-05-24,Kigali,18.7,78,8.3
2024-05-25,Kigali,19.0,76,9.0
2024-05-26,Kigali,19.3,76,7.6
2024-05-27,Kigali,18.9,83,5.8
2024-05-28,Kigali,19.5,79,7.9
2024-05-29,Kigali,19.1,79,7.9
2024-05-30,Kigali,19.5,76,6.8
2024-05-31,Kigali,19.5,78.6,6.7
2024-05-24,Basseterre,28.2,74,28.1
2024-05-25,Basseterre,28.2,77,24.1
2024-05-26,Basseterre,28.1,80,26.6
2024-05-27,Basseterre,28.5,78,29.5
2024-05-28,Basseterre,28.1,76,26.6
2024-05-29,Basseterre,27.8,78,28.1
2024-05-30,Basseterre,27.9,78,28.8
2024-05-31,Basseterre,27.9,78.7,28.8
2024-05-24,Castries,28.3,72,23.4
2024-05-25,Castries,28.5,76,25.9
2024-05-26,Castries,28.4,77,27.0
2024-05-27,Castries,28.4,74,26.3
2024-05-28,Castries,28.3,74,24.8
2024-05-29,Castries,28.4,73,24.8
2024-05-30,Castries,28.2,76,28.1
2024-05-31,Castries,28.3,75.0,27.1
2024-05-24,Kingstown,27.9,75,29.9
2024-05-25,Kingstown,28.0,82,28.8
2024-05-26,Kingstown,28.0,82,32.0
2024-05-27,Kingstown,28.2,79,31.3
2024-05-28,Kingstown,28.1,79,29.2
2024-05-29,Kingstown,28.0,80,30.2
2024-05-30,Kingstown,27.8,81,31.7
2024-05-31,Kingstown,28.0,81.3,31.2
2024-05-24,Apia,28.9,78,23.0
2024-05-25,Apia,28.6,76,23.4
2024-05-26,Apia,28.7,79,26.6
2024-05-27,Apia,28.9,77,23.8
2024-05-28,Apia,28.8,78,23.8
2024-05-29,Apia,28.6,77,19.1
2024-05-30,Apia,28.4,78,42.1
2024-05-31,Apia,28.5,77.7,32.5
2024-05-24,San Marino,18.3,66,20.5
2024-05-25,San Marino,18.0,68,10.1
2024-05-26,San Marino,18.6,71,15.1
2024-05-27,San Marino,19.2,71,12.6
2024-05-28,San Marino,18.7,79,15.1
2024-05-29,San Marino,18.3,78,13.7
2024-05-30,San Marino,20.0,72,20.2
2024-05-31,San Marino,19.6,78.7,16.2
2024-05-24,São Tomé,27.1,80,13.3
2024-05-25,São Tomé,27.2,74,14.8
2024-05-26,São Tomé,26.5,73,12.6
2024-05-27,São Tomé,26.5,74,8.3
2024-05-28,São Tomé,26.8,77,10.4
2024-05-29,São Tomé,27.0,82,16.2
2024-05-30,São Tomé,27.1,81,18.4
2024-05-31,São Tomé,26.9,80.6,15.7
2024-05-24,Riyadh,35.0,13,15.8
2024-05-25,Riyadh,36.8,12,35.3
2024-05-26,Riyadh,36.9,11,25.9
2024-05-27,Riyadh,35.1,12,25.2
2024-05-28,Riyadh,35.3,11,19.8
2024-05-29,Riyadh,35.8,11,17.6
2024-05-30,Riyadh,37.4,10,20.2
2024-05-31,Riyadh,36.6,9.9,18.8
2024-05-24,Dakar,22.9,82,25.2
2024-05-25,Dakar,22.9,83,27.7
2024-05-26,Dakar,23.2,85,25.6
